query,matched_text,rank
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",2. **Collaboration and Standards Compliance**:,5
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","- ""Eine Zusammenarbeit mit weiteren Partnern ist in der Offerte offen zu legen.""",6
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",- This aligns with the guideline's mention of external collaboration for measuring and identifying food waste.,7
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",3. **Quality Standards and Guidelines**:,8
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","- ""Die Qualität der Ernährung an den Bieler Tagesschulen und Kitas neu entsprechend dem Reglement «Gesunde Ernährung» sichergestellt werden.""",9
"TS Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",- This requirement supports the guideline's focus on ensuring quality and compliance with nutritional standards.,10
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","To match the guideline regarding the measurement and reduction of food waste with the relevant requirements from the provided text, we can identify the following key points from the guideline and find corresponding requirements that align with those points.",1
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",### Guideline Summary:,2
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",1. **Measurement of Food Waste**: Food waste must be measured and identified for at least two consecutive weeks per year.,3
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","2. **Data Reporting**: Results must be reported, categorized by product type, avoidable/unavoidable, and cause (e.g., overproduction).",4
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",3. **Comparison with Purchased Amounts**: Results must be compared to the amount of food purchased or the number of meals served.,5
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",4. **Setting Reduction Goals**: Clear reduction goals must be set based on the results and reviewed in the following year.,6
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",### Relevant Requirements:,7
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.",1. **Reporting and Evaluation**:,8
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","- ""Die Einhaltung der Vorgaben wird im Rahmen eines Controllings jährlich überprüft und anschliessend mit dem Anbietenden besprochen."" (The compliance with the requirements will be checked annually in the context of a controlling process and subsequently discussed with the provider.)",9
"ZK Während mindestens zwei aufeinanderfolgenden Wochen pro Jahr werden alle Lebensmittelabfälle durch einen internen Prozess und/oder externe Zusammenarbeit gemessen und identifiziert. Die Resultate sowie die Daten werden aufgeschlüsselt nach Produktkategorie, vermeidbar/unvermeidbar und nach Ursache (z.B. Überproduktion, Tellerrückläufe, etc.) dem Auftraggeber zur Verfügung gestellt. Die Resultate müssen ins Verhältnis gesetzt werden zur eingekauften Menge Lebensmittel oder Anzahl ausgegebener Menüs. Basierend auf den Resultaten werden klare Reduktionsziele gesetzt und im Folgejahr überprüft.","- ""Der Anbieter verpflichtet sich ausdrücklich, im Falle der Auftragserteilung per 1. Juni 2023 mit der Mahlzeitenlieferung."" (The provider explicitly commits to the meal delivery upon contract award.)",10
"TS Mindestens eine Massnahme wird eingeführt, um Resten und Überproduktion so weit wie möglich zu vermeiden, zum Beispiel:
-     Die von der Schweizerischen Gesellschaft für Ernährung befürworteten Mengen auf dem Teller servieren, sofern der Konsument nichts Anderes verlangt.
-     Kleine Portionen servieren und einen Nachschlag anbieten.
-     Die Konsumhistorie wird überprüft und dazu verwendet, die Mengen möglichst genau anzupassen. Die Konsumenten werden über das Vorgehen informiert und verstehen, dass das Angebot am Ende des Services reduziert sein kann.","To match the guideline regarding measures to avoid leftovers and overproduction with the provided requirements, we need to identify the requirements that emphasize portion control, consumption history, and communication with consumers. Here are the most relevant requirements ranked based on their alignment with the guideline:",1
"TS Mindestens eine Massnahme wird eingeführt, um Resten und Überproduktion so weit wie möglich zu vermeiden, zum Beispiel:
-     Die von der Schweizerischen Gesellschaft für Ernährung befürworteten Mengen auf dem Teller servieren, sofern der Konsument nichts Anderes verlangt.
-     Kleine Portionen servieren und einen Nachschlag anbieten.
-     Die Konsumhistorie wird überprüft und dazu verwendet, die Mengen möglichst genau anzupassen. Die Konsumenten werden über das Vorgehen informiert und verstehen, dass das Angebot am Ende des Services reduziert sein kann.","1. **""Die Planung soll «rollend auf weisses Papier» erfolgen und erlaubt den Standorten ein direktes Mitspracherecht.""**",2
